,Experiment,Board,Word1,Word2,Clue1,clueCount,wordpair,boardwords,boardnames,representation,prag_speaker_probs,prag_speaker_rank
338,E1,TrialList7,flat,alike,sidewalk,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,6.508640727854357e-05,2651
339,E1,TrialList7,flat,alike,similar,5,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.01645733740803865,4
340,E1,TrialList7,flat,alike,smooth,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.00016400904877409564,746
342,E1,TrialList7,flat,alike,tire,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.0001449614142543676,890
344,E1,TrialList7,flat,alike,uniform,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.000316322654588068,289
345,E1,TrialList7,flat,alike,wall,1,flat-alike,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.00032404510827484945,280
347,E1,TrialList7,heavy,feather,eagle,1,heavy-feather,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.0029195977492950764,23
348,E1,TrialList7,heavy,feather,float,1,heavy-feather,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,2.9354670824817865e-05,5950
349,E1,TrialList7,heavy,feather,heart,1,heavy-feather,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.00018220988228199355,678
350,E1,TrialList7,heavy,feather,light,2,heavy-feather,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.007439454017808615,9
351,E1,TrialList7,heavy,feather,lightweight,1,heavy-feather,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.0008708378108948921,108
352,E1,TrialList7,heavy,feather,might,1,heavy-feather,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.00036469527321416527,303
353,E1,TrialList7,heavy,feather,opposite,4,heavy-feather,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,5.1745631161034265e-05,3286
354,E1,TrialList7,heavy,feather,ostrich,1,heavy-feather,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.001775710278780505,44
356,E1,TrialList7,heavy,feather,penguin,1,heavy-feather,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.00035055460308160076,317
357,E1,TrialList7,heavy,feather,pound,1,heavy-feather,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.0017283298228296649,46
358,E1,TrialList7,heavy,feather,weight,14,heavy-feather,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.019738984071039453,2
359,E1,TrialList7,heavy,feather,weightless,1,heavy-feather,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.00036309353622993333,304
360,E1,TrialList7,perjury,adultery,cheat,1,perjury-adultery,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.04766297243050992,3
361,E1,TrialList7,perjury,adultery,court,2,perjury-adultery,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.0035411019757827494,39
362,E1,TrialList7,perjury,adultery,courtroom,1,perjury-adultery,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.0007021930061254811,106
363,E1,TrialList7,perjury,adultery,crime,12,perjury-adultery,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.0006852507720408917,110
364,E1,TrialList7,perjury,adultery,illegal,1,perjury-adultery,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.00041070268029826443,157
365,E1,TrialList7,perjury,adultery,law,1,perjury-adultery,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.0012756246049489073,74
366,E1,TrialList7,perjury,adultery,lawsuit,1,perjury-adultery,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.0006817828402840274,111
367,E1,TrialList7,perjury,adultery,naughty,1,perjury-adultery,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.00040691295384679717,160
368,E1,TrialList7,perjury,adultery,sin,8,perjury-adultery,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.0006019511242845491,116
370,E1,TrialList7,perjury,adultery,wrong,1,perjury-adultery,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.0030033520085015024,46
371,E1,TrialList7,perjury,adultery,wrongdoing,1,perjury-adultery,"['baby', 'competition', 'beauty', 'puppy', 'deteriorate', 'float', 'flat', 'alike', 'grocery', 'receipt', 'heavy', 'feather', 'hose', 'herb', 'perjury', 'adultery', 'service', 'Baptist', 'winter', 'man']",e1_board7_words,swow,0.00021541885230424117,297
372,E1,TrialList8,bad,actress,attitude,1,bad-actress,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.0016951447241170849,62
373,E1,TrialList8,bad,actress,boo,3,bad-actress,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,5.584209699134154e-05,2672
376,E1,TrialList8,bad,actress,critic,2,bad-actress,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.0024084793195656216,45
377,E1,TrialList8,bad,actress,drama,1,bad-actress,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.006610356244789542,16
378,E1,TrialList8,bad,actress,failure,1,bad-actress,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.0005267377700481706,195
379,E1,TrialList8,bad,actress,fake,1,bad-actress,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.0002137495719642294,531
380,E1,TrialList8,bad,actress,film,1,bad-actress,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.010631858514964782,8
382,E1,TrialList8,bad,actress,monologue,1,bad-actress,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,6.88963998669961e-05,2069
383,E1,TrialList8,bad,actress,movie,6,bad-actress,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.018526706057051277,1
384,E1,TrialList8,bad,actress,music,1,bad-actress,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.0001306808176556353,975
387,E1,TrialList8,bad,actress,rot,1,bad-actress,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,7.332989266273831e-05,1924
390,E1,TrialList8,bad,actress,television,1,bad-actress,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.001338454912846717,79
391,E1,TrialList8,bad,actress,terrible,1,bad-actress,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.009821072515677666,11
393,E1,TrialList8,bad,actress,villain,1,bad-actress,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.0021206332227201364,53
394,E1,TrialList8,breeze,bubble,air,5,breeze-bubble,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.0036951230600174973,17
395,E1,TrialList8,breeze,bubble,bath,1,breeze-bubble,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.003995533492092974,15
396,E1,TrialList8,breeze,bubble,beach,1,breeze-bubble,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.0005394589080323948,159
397,E1,TrialList8,breeze,bubble,blow,7,breeze-bubble,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.09932456185497504,0
398,E1,TrialList8,breeze,bubble,effect,1,breeze-bubble,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,3.839721709292484e-05,4123
399,E1,TrialList8,breeze,bubble,float,3,breeze-bubble,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.0011521571395633355,55
400,E1,TrialList8,breeze,bubble,gentle,1,breeze-bubble,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,8.56611591279535e-05,1665
401,E1,TrialList8,breeze,bubble,light,2,breeze-bubble,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.0003950381279644221,256
402,E1,TrialList8,breeze,bubble,ocean,1,breeze-bubble,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.001150423184889958,56
403,E1,TrialList8,breeze,bubble,outside,1,breeze-bubble,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.00029426988431170426,357
404,E1,TrialList8,breeze,bubble,relax,1,breeze-bubble,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.0005288244924344989,165
405,E1,TrialList8,breeze,bubble,sea,1,breeze-bubble,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.0012206274305714912,52
406,E1,TrialList8,breeze,bubble,soap,2,breeze-bubble,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.0015278331371607985,39
407,E1,TrialList8,breeze,bubble,spring,1,breeze-bubble,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.00029980579008621747,347
408,E1,TrialList8,breeze,bubble,wind,3,breeze-bubble,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.04742072308176101,1
409,E1,TrialList8,communicate,cooking,bake,2,communicate-cooking,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.0005998748562012782,150
410,E1,TrialList8,communicate,cooking,book,1,communicate-cooking,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.0002119144213831328,533
411,E1,TrialList8,communicate,cooking,chef,2,communicate-cooking,"['bad', 'actress', 'bow', 'dominant', 'breeze', 'bubble', 'clarify', 'care', 'communicate', 'cooking', 'deer', 'vegetable', 'most', 'deodorant', 'party', 'trash', 'plan', 'base', 'sauce', 'pepper']",e1_board8_words,swow,0.001999160320094759,38
