wordpair,Level,candidate_type,type,n_steps,n_model_candidates,n_human_candidates,n_intersection,intersection
glass-cage,medium,clueOption6,union,4096,12183,3,3,"['observe', 'puncture', 'clear']"
candle-wick,easy,clueOption1,intersection,2,8,14,6,"['burn', 'fire', 'wax', 'flame', 'light', 'burning']"
candle-wick,easy,clueOption1,intersection,4,369,14,10,"['burn', 'scent', 'birthday', 'fire', 'wax', 'flame', 'light', 'ignite', 'burning', 'lighter']"
candle-wick,easy,clueOption1,intersection,8,1237,14,11,"['burn', 'scent', 'birthday', 'fire', 'wax', 'flame', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,intersection,16,2585,14,12,"['burn', 'scent', 'birthday', 'fire', 'fragrance', 'wax', 'flame', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,intersection,32,4333,14,13,"['burn', 'scent', 'birthday', 'parts', 'fire', 'fragrance', 'wax', 'flame', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,intersection,64,6333,14,13,"['burn', 'birthday', 'scent', 'parts', 'fire', 'fragrance', 'wax', 'flame', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,intersection,128,8359,14,13,"['burn', 'birthday', 'scent', 'parts', 'fire', 'fragrance', 'wax', 'flame', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,intersection,256,10050,14,14,"['burn', 'birthday', 'scent', 'scented', 'parts', 'fire', 'fragrance', 'wax', 'flame', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,intersection,512,11122,14,14,"['burn', 'birthday', 'scent', 'scented', 'parts', 'fire', 'fragrance', 'flame', 'wax', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,intersection,1024,11739,14,14,"['birthday', 'burn', 'scent', 'scented', 'parts', 'fire', 'fragrance', 'flame', 'wax', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,intersection,2048,12012,14,14,"['birthday', 'burn', 'scent', 'scented', 'parts', 'fire', 'fragrance', 'flame', 'wax', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,intersection,4096,12117,14,14,"['birthday', 'burn', 'scent', 'scented', 'parts', 'fire', 'fragrance', 'flame', 'wax', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,union,2,119,14,11,"['burn', 'scent', 'birthday', 'fire', 'fragrance', 'wax', 'flame', 'light', 'ignite', 'burning', 'lighter']"
candle-wick,easy,clueOption1,union,4,1410,14,12,"['burn', 'scent', 'birthday', 'fire', 'fragrance', 'wax', 'flame', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,union,8,3587,14,13,"['burn', 'scent', 'birthday', 'parts', 'fire', 'fragrance', 'wax', 'flame', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,union,16,5784,14,13,"['burn', 'scent', 'birthday', 'parts', 'fire', 'fragrance', 'wax', 'flame', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,union,32,7820,14,13,"['burn', 'scent', 'birthday', 'parts', 'fire', 'fragrance', 'wax', 'flame', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,union,64,9480,14,13,"['burn', 'birthday', 'scent', 'parts', 'fire', 'fragrance', 'wax', 'flame', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,union,128,10766,14,13,"['burn', 'birthday', 'scent', 'parts', 'fire', 'fragrance', 'wax', 'flame', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,union,256,11515,14,14,"['burn', 'birthday', 'scent', 'scented', 'parts', 'fire', 'fragrance', 'wax', 'flame', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,union,512,11905,14,14,"['burn', 'birthday', 'scent', 'scented', 'parts', 'fire', 'fragrance', 'flame', 'wax', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,union,1024,12077,14,14,"['birthday', 'burn', 'scent', 'scented', 'parts', 'fire', 'fragrance', 'flame', 'wax', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,union,2048,12149,14,14,"['birthday', 'burn', 'scent', 'scented', 'parts', 'fire', 'fragrance', 'flame', 'wax', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption1,union,4096,12183,14,14,"['birthday', 'burn', 'scent', 'scented', 'parts', 'fire', 'fragrance', 'flame', 'wax', 'light', 'ignite', 'burning', 'lighter', 'cake']"
candle-wick,easy,clueOption2,intersection,2,8,19,5,"['burn', 'fire', 'wax', 'flame', 'light']"
candle-wick,easy,clueOption2,intersection,4,369,19,12,"['burn', 'birthday', 'blow', 'fire', 'wax', 'flame', 'night', 'light', 'match', 'lit', 'glow', 'lighter']"
candle-wick,easy,clueOption2,intersection,8,1237,19,15,"['burn', 'birthday', 'safe', 'aroma', 'blow', 'fire', 'wax', 'flame', 'night', 'light', 'match', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,intersection,16,2585,19,15,"['burn', 'birthday', 'safe', 'aroma', 'blow', 'fire', 'wax', 'flame', 'night', 'light', 'match', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,intersection,32,4333,19,15,"['burn', 'birthday', 'safe', 'aroma', 'blow', 'fire', 'wax', 'flame', 'night', 'light', 'match', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,intersection,64,6333,19,15,"['burn', 'birthday', 'safe', 'aroma', 'blow', 'fire', 'wax', 'flame', 'night', 'light', 'match', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,intersection,128,8359,19,16,"['burn', 'birthday', 'safe', 'aroma', 'blow', 'fire', 'wax', 'flame', 'night', 'light', 'match', 'smells', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,intersection,256,10050,19,17,"['burn', 'birthday', 'safe', 'aroma', 'blow', 'scented', 'fire', 'flame', 'night', 'wax', 'light', 'match', 'smells', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,intersection,512,11122,19,18,"['burn', 'birthday', 'safe', 'aroma', 'blow', 'scented', 'fire', 'Yankee', 'flame', 'night', 'wax', 'light', 'match', 'smells', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,intersection,1024,11739,19,18,"['safe', 'birthday', 'burn', 'aroma', 'blow', 'scented', 'fire', 'Yankee', 'flame', 'night', 'wax', 'light', 'match', 'smells', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,intersection,2048,12012,19,18,"['safe', 'birthday', 'burn', 'aroma', 'blow', 'scented', 'fire', 'Yankee', 'flame', 'night', 'wax', 'light', 'match', 'smells', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,intersection,4096,12117,19,18,"['safe', 'birthday', 'burn', 'aroma', 'blow', 'scented', 'fire', 'Yankee', 'flame', 'night', 'wax', 'light', 'match', 'smells', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,union,2,119,19,11,"['burn', 'birthday', 'fire', 'wax', 'flame', 'night', 'light', 'match', 'lit', 'glow', 'lighter']"
candle-wick,easy,clueOption2,union,4,1410,19,14,"['burn', 'birthday', 'aroma', 'blow', 'fire', 'wax', 'flame', 'night', 'light', 'match', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,union,8,3587,19,15,"['burn', 'birthday', 'safe', 'aroma', 'blow', 'fire', 'wax', 'flame', 'night', 'light', 'match', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,union,16,5784,19,15,"['burn', 'birthday', 'safe', 'aroma', 'blow', 'fire', 'wax', 'flame', 'night', 'light', 'match', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,union,32,7820,19,16,"['burn', 'birthday', 'safe', 'aroma', 'blow', 'fire', 'wax', 'flame', 'night', 'light', 'match', 'smells', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,union,64,9480,19,17,"['burn', 'birthday', 'safe', 'aroma', 'blow', 'Yankee', 'fire', 'wax', 'flame', 'night', 'light', 'match', 'smells', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,union,128,10766,19,17,"['burn', 'birthday', 'safe', 'aroma', 'blow', 'Yankee', 'fire', 'wax', 'flame', 'night', 'light', 'match', 'smells', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,union,256,11515,19,18,"['burn', 'birthday', 'safe', 'aroma', 'blow', 'scented', 'fire', 'Yankee', 'flame', 'night', 'wax', 'light', 'match', 'smells', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,union,512,11905,19,18,"['burn', 'birthday', 'safe', 'aroma', 'blow', 'scented', 'fire', 'Yankee', 'flame', 'night', 'wax', 'light', 'match', 'smells', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,union,1024,12077,19,18,"['safe', 'birthday', 'burn', 'aroma', 'blow', 'scented', 'fire', 'Yankee', 'flame', 'night', 'wax', 'light', 'match', 'smells', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,union,2048,12149,19,18,"['safe', 'birthday', 'burn', 'aroma', 'blow', 'scented', 'fire', 'Yankee', 'flame', 'night', 'wax', 'light', 'match', 'smells', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption2,union,4096,12183,19,18,"['safe', 'birthday', 'burn', 'aroma', 'blow', 'scented', 'fire', 'Yankee', 'flame', 'night', 'wax', 'light', 'match', 'smells', 'lit', 'glow', 'lighter', 'cake']"
candle-wick,easy,clueOption3,intersection,2,8,29,6,"['burn', 'flicker', 'fire', 'wax', 'flame', 'light']"
candle-wick,easy,clueOption3,intersection,4,369,29,18,"['small', 'burn', 'scent', 'flicker', 'melt', 'smell', 'birthday', 'fire', 'bright', 'blow', 'wax', 'flame', 'match', 'light', 'hot', 'house', 'glow', 'lighter']"
candle-wick,easy,clueOption3,intersection,8,1237,29,22,"['blow', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'aroma', 'wax', 'match', 'glow', 'scent', 'melt', 'smell', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,intersection,16,2585,29,24,"['blow', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'scent', 'melt', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,intersection,32,4333,29,25,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'scent', 'melt', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,intersection,64,6333,29,25,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'scent', 'melt', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,intersection,128,8359,29,25,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'scent', 'melt', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,intersection,256,10050,29,26,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'scent', 'melt', 'scented', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,intersection,512,11122,29,27,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'Yankee', 'scent', 'melt', 'scented', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,intersection,1024,11739,29,27,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'Yankee', 'scent', 'melt', 'scented', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,intersection,2048,12012,29,27,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'Yankee', 'scent', 'melt', 'scented', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,intersection,4096,12117,29,27,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'Yankee', 'scent', 'melt', 'scented', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,union,2,119,29,15,"['small', 'burn', 'flicker', 'scent', 'melt', 'smell', 'birthday', 'fire', 'wax', 'flame', 'match', 'light', 'hot', 'glow', 'lighter']"
candle-wick,easy,clueOption3,union,4,1410,29,22,"['blow', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'aroma', 'wax', 'match', 'glow', 'scent', 'melt', 'smell', 'holiday', 'bright', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,union,8,3587,29,25,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'scent', 'melt', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,union,16,5784,29,25,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'scent', 'melt', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,union,32,7820,29,25,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'scent', 'melt', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,union,64,9480,29,26,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'Yankee', 'scent', 'melt', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,union,128,10766,29,26,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'Yankee', 'scent', 'melt', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,union,256,11515,29,27,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'Yankee', 'scent', 'melt', 'scented', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,union,512,11905,29,27,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'Yankee', 'scent', 'melt', 'scented', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,union,1024,12077,29,27,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'Yankee', 'scent', 'melt', 'scented', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,union,2048,12149,29,27,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'Yankee', 'scent', 'melt', 'scented', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption3,union,4096,12183,29,27,"['blow', 'parts', 'fire', 'clean', 'flame', 'hot', 'small', 'birthday', 'castle', 'aroma', 'wax', 'match', 'glow', 'Yankee', 'scent', 'melt', 'scented', 'smell', 'holiday', 'bright', 'illegal', 'burn', 'flicker', 'light', 'house', 'lighter', 'cake']"
candle-wick,easy,clueOption4,intersection,2,8,6,2,"['burn', 'wax']"
candle-wick,easy,clueOption4,intersection,4,369,6,4,"['birthday', 'burn', 'melt', 'wax']"
candle-wick,easy,clueOption4,intersection,8,1237,6,4,"['birthday', 'burn', 'melt', 'wax']"
candle-wick,easy,clueOption4,intersection,16,2585,6,4,"['birthday', 'burn', 'melt', 'wax']"
candle-wick,easy,clueOption4,intersection,32,4333,6,5,"['birthday', 'burn', 'melt', 'wax', 'celebrate']"
candle-wick,easy,clueOption4,intersection,64,6333,6,5,"['birthday', 'burn', 'melt', 'wax', 'celebrate']"
candle-wick,easy,clueOption4,intersection,128,8359,6,6,"['birthday', 'burn', 'melt', 'wax', 'smells', 'celebrate']"
candle-wick,easy,clueOption4,intersection,256,10050,6,6,"['birthday', 'burn', 'melt', 'wax', 'smells', 'celebrate']"
candle-wick,easy,clueOption4,intersection,512,11122,6,6,"['birthday', 'burn', 'melt', 'wax', 'smells', 'celebrate']"
candle-wick,easy,clueOption4,intersection,1024,11739,6,6,"['birthday', 'melt', 'burn', 'wax', 'smells', 'celebrate']"
candle-wick,easy,clueOption4,intersection,2048,12012,6,6,"['birthday', 'melt', 'burn', 'wax', 'smells', 'celebrate']"
candle-wick,easy,clueOption4,intersection,4096,12117,6,6,"['birthday', 'melt', 'burn', 'wax', 'smells', 'celebrate']"
candle-wick,easy,clueOption4,union,2,119,6,4,"['birthday', 'burn', 'melt', 'wax']"
candle-wick,easy,clueOption4,union,4,1410,6,4,"['birthday', 'burn', 'melt', 'wax']"
candle-wick,easy,clueOption4,union,8,3587,6,5,"['birthday', 'burn', 'melt', 'wax', 'celebrate']"
candle-wick,easy,clueOption4,union,16,5784,6,5,"['birthday', 'burn', 'melt', 'wax', 'celebrate']"
candle-wick,easy,clueOption4,union,32,7820,6,6,"['birthday', 'burn', 'melt', 'wax', 'smells', 'celebrate']"
candle-wick,easy,clueOption4,union,64,9480,6,6,"['birthday', 'burn', 'melt', 'wax', 'smells', 'celebrate']"
candle-wick,easy,clueOption4,union,128,10766,6,6,"['birthday', 'burn', 'melt', 'wax', 'smells', 'celebrate']"
candle-wick,easy,clueOption4,union,256,11515,6,6,"['birthday', 'burn', 'melt', 'wax', 'smells', 'celebrate']"
candle-wick,easy,clueOption4,union,512,11905,6,6,"['birthday', 'burn', 'melt', 'wax', 'smells', 'celebrate']"
candle-wick,easy,clueOption4,union,1024,12077,6,6,"['birthday', 'melt', 'burn', 'wax', 'smells', 'celebrate']"
candle-wick,easy,clueOption4,union,2048,12149,6,6,"['birthday', 'melt', 'burn', 'wax', 'smells', 'celebrate']"
candle-wick,easy,clueOption4,union,4096,12183,6,6,"['birthday', 'melt', 'burn', 'wax', 'smells', 'celebrate']"
candle-wick,easy,clueOption5,intersection,2,8,1,1,['fire']
candle-wick,easy,clueOption5,intersection,4,369,1,1,['fire']
candle-wick,easy,clueOption5,intersection,8,1237,1,1,['fire']
candle-wick,easy,clueOption5,intersection,16,2585,1,1,['fire']
candle-wick,easy,clueOption5,intersection,32,4333,1,1,['fire']
candle-wick,easy,clueOption5,intersection,64,6333,1,1,['fire']
candle-wick,easy,clueOption5,intersection,128,8359,1,1,['fire']
candle-wick,easy,clueOption5,intersection,256,10050,1,1,['fire']
candle-wick,easy,clueOption5,intersection,512,11122,1,1,['fire']
candle-wick,easy,clueOption5,intersection,1024,11739,1,1,['fire']
candle-wick,easy,clueOption5,intersection,2048,12012,1,1,['fire']
candle-wick,easy,clueOption5,intersection,4096,12117,1,1,['fire']
