"wordpair","clue","guess","count"
"tree-oak","green","tree-oak",4
"tree-oak","green","tree-red",1
"tree-oak","green","tree-sunny",3
"tree-oak","green","trim-red",1
"tree-oak","green","trim-tree",1
"tree-oak","maple","bench-tree",1
"tree-oak","maple","oak-bench",2
"tree-oak","maple","oak-red",1
"tree-oak","maple","oak-tree",11
"tree-oak","maple","oak-trim",1
"tree-oak","maple","sunny-tree",1
"tree-oak","maple","tree-bench",1
"tree-oak","maple","tree-cut",1
"tree-oak","maple","tree-firm",1
"tree-oak","maple","tree-oak",8
"tree-oak","maple","tree-tree",1
"tree-oak","maple","tree-trim",1
"tree-oak","wood","beam-oak",1
"tree-oak","wood","bench-oak",1
"tree-oak","wood","cut-tree",2
"tree-oak","wood","oak-bench",1
"tree-oak","wood","oak-red",2
"tree-oak","wood","oak-tree",9
"tree-oak","wood","oak-trim",2
"tree-oak","wood","tree-bench",1
"tree-oak","wood","tree-cut",2
"tree-oak","wood","tree-firm",1
"tree-oak","wood","tree-oak",6
"tree-oak","wood","tree-red",2
"void-couch","empty","abnormal-rumor",1
"void-couch","empty","anchor-depth",1
"void-couch","empty","angry-depth",1
"void-couch","empty","bandanna-burglar",1
"void-couch","empty","burglar-void",1
"void-couch","empty","depth-void",1
"void-couch","empty","lead-depth",1
"void-couch","empty","pen-void",2
"void-couch","empty","rumor-yarn",1
"void-couch","empty","void-abnormal",5
"void-couch","empty","void-anchor",1
"void-couch","empty","void-burglar",2
"void-couch","empty","void-couch",1
"void-couch","empty","void-depth",8
"void-couch","empty","void-lead",1
"void-couch","empty","void-pen",1
"void-couch","empty","void-rumor",1
"void-couch","move","abnormal-adore",1
"void-couch","move","anchor-anchor",1
"void-couch","move","anchor-couch",1
"void-couch","move","anchor-lead",1
"void-couch","move","anchor-pen",1
"void-couch","move","burglar-burglar",1
"void-couch","move","couch-anchor",1
"void-couch","move","couch-yarn",1
"void-couch","move","depth-better",1
"void-couch","move","depth-lead",1
"void-couch","move","exam-angry",1
"void-couch","move","giggle-rumor",1
"void-couch","move","instruction-burglar",1
"void-couch","move","instruction-lead",2
"void-couch","move","lead-abnormal",1
"void-couch","move","lead-anchor",2
"void-couch","move","lead-couch",2
"void-couch","move","lead-depth",1
"void-couch","move","lead-instruction",1
"void-couch","move","lead-lead",1
"void-couch","move","lead-write",1
"void-couch","move","lead-yarn",1
"void-couch","move","pen-anchor",1
"void-couch","move","rumor-burglar",1
"void-couch","move","rumor-lead",1
"void-couch","move","write-abnormal",1
"void-couch","move","yarn-anchor",1
"void-couch","purchase","adore-void",1
"void-couch","purchase","bandanna-yarn",1
"void-couch","purchase","better-void",1
"void-couch","purchase","burglar-couch",1
"void-couch","purchase","burglar-yarn",1
"void-couch","purchase","couch-bandanna",2
"void-couch","purchase","outfit-abnormal",1
"void-couch","purchase","outfit-bandanna",4
"void-couch","purchase","outfit-couch",4
"void-couch","purchase","outfit-pen",2
"void-couch","purchase","outfit-yarn",4
"void-couch","purchase","pen-outfit",1
"void-couch","purchase","pen-void",1
"void-couch","purchase","pen-write",1
"void-couch","purchase","pen-yarn",1
"void-couch","purchase","void-instruction",1
"void-couch","purchase","write-pen",1
"void-couch","purchase","yarn-outfit",1
"void-couch","purchase","yarn-pen",1
"void-couch","seatcheck","abnormal-abnormal",1
"void-couch","seatcheck","algebra-write",1
"void-couch","seatcheck","anchor-instruction",1
"void-couch","seatcheck","anchor-void",1
"void-couch","seatcheck","angry-void",1
"void-couch","seatcheck","better-angry",1
"void-couch","seatcheck","couch-abnormal",1
"void-couch","seatcheck","couch-anchor",1
"void-couch","seatcheck","couch-angry",3
"void-couch","seatcheck","couch-burglar",1
"void-couch","seatcheck","couch-depth",1
"void-couch","seatcheck","couch-exam",1
"void-couch","seatcheck","couch-giggle",1
"void-couch","seatcheck","couch-instruction",2
"void-couch","seatcheck","couch-lead",2
"void-couch","seatcheck","couch-yarn",1
"void-couch","seatcheck","exam-anchor",1
"void-couch","seatcheck","exam-instruction",1
"void-couch","seatcheck","exam-void",1
"void-couch","seatcheck","instruction-adore",1
"void-couch","seatcheck","instruction-couch",1
"void-couch","seatcheck","instruction-exam",1
"void-couch","seatcheck","instruction-yarn",1
"void-couch","seatcheck","lead-instruction",1
"void-couch","seatcheck","rumor-depth",1
"void-couch","seatcheck","void-burglar",1
"war-quiet","death","box-conquer",1
"war-quiet","death","bull-cover",1
"war-quiet","death","conquer-pieces",1
"war-quiet","death","conquer-war",1
"war-quiet","death","conquer-welfare",1
"war-quiet","death","quiet-box",1
"war-quiet","death","quiet-cover",1
"war-quiet","death","quiet-war",1
"war-quiet","death","war-beach",1
"war-quiet","death","war-beaker",1
"war-quiet","death","war-box",1
"war-quiet","death","war-conquer",10
"war-quiet","death","war-cover",2
"war-quiet","death","war-quiet",2
"war-quiet","death","war-welfare",4
"war-quiet","death","welfare-conquer",1
"war-quiet","negotiate","assist-cover",1
"war-quiet","negotiate","assist-war",2
"war-quiet","negotiate","beach-syrup",1
"war-quiet","negotiate","beaker-war",1
"war-quiet","negotiate","box-experiment",1
"war-quiet","negotiate","conquer-collar",1
"war-quiet","negotiate","conquer-experiment",1
"war-quiet","negotiate","conquer-war",2
"war-quiet","negotiate","definition-experiment",1
"war-quiet","negotiate","definition-war",2
"war-quiet","negotiate","experiment-assist",1
"war-quiet","negotiate","pieces-definition",1
"war-quiet","negotiate","war-assist",1
"war-quiet","negotiate","war-conquer",4
"war-quiet","negotiate","war-cover",1
"war-quiet","negotiate","war-war",1
"war-quiet","negotiate","war-welfare",3
"war-quiet","negotiate","welfare-assist",1
"war-quiet","negotiate","welfare-conquer",1
"war-quiet","negotiate","welfare-experiment",3
"war-quiet","peace","beach-quiet",1
"war-quiet","peace","collar-oyster",1
"war-quiet","peace","conquer-beach",1
"war-quiet","peace","experiment-war",1
"war-quiet","peace","pieces-war",1
"war-quiet","peace","quiet-beach",2
"war-quiet","peace","quiet-conquer",1
"war-quiet","peace","quiet-quiet",1
"war-quiet","peace","quiet-welfare",1
"war-quiet","peace","tree-quiet",1
"war-quiet","peace","war-beach",2
"war-quiet","peace","war-conquer",6
"war-quiet","peace","war-necklace",1
"war-quiet","peace","war-quiet",5
"war-quiet","peace","war-welfare",3
"war-quiet","peace","welfare-beach",1
"war-quiet","peace","welfare-conquer",1
"war-quiet","silence","beach-syrup",1
"war-quiet","silence","quiet-assist",1
"war-quiet","silence","quiet-beach",5
"war-quiet","silence","quiet-box",3
"war-quiet","silence","quiet-conquer",3
"war-quiet","silence","quiet-cover",5
"war-quiet","silence","quiet-experiment",1
"war-quiet","silence","quiet-quiet",1
"war-quiet","silence","quiet-tree",6
"war-quiet","silence","quiet-war",4
"weird-trauma","crazy","anger-fly",1
"weird-trauma","crazy","anger-rage",1
"weird-trauma","crazy","anger-trauma",1
"weird-trauma","crazy","hammock-real",1
"weird-trauma","crazy","king-male",1
"weird-trauma","crazy","king-silly",1
"weird-trauma","crazy","king-sore",1
"weird-trauma","crazy","king-weird",3
"weird-trauma","crazy","rage-anger",1
"weird-trauma","crazy","rage-male",1
"weird-trauma","crazy","rage-weird",2
"weird-trauma","crazy","silly-anger",1
"weird-trauma","crazy","silly-male",1
"weird-trauma","crazy","silly-rage",4
"weird-trauma","crazy","silly-trauma",1
"weird-trauma","crazy","silly-weird",1
"weird-trauma","crazy","silly-wick",1
"weird-trauma","crazy","trauma-anger",1
"weird-trauma","crazy","weird-anger",2
"weird-trauma","crazy","weird-happen",1
"weird-trauma","crazy","weird-silly",3
"weird-trauma","horror","anger-rage",1
"weird-trauma","horror","anger-trauma",1
"weird-trauma","horror","hammock-silly",1
"weird-trauma","horror","happen-guest",1
"weird-trauma","horror","male-anger",1
"weird-trauma","horror","male-layer",1
"weird-trauma","horror","rage-anger",1
"weird-trauma","horror","rage-sore",1
"weird-trauma","horror","rage-trauma",3
"weird-trauma","horror","rage-weird",1
"weird-trauma","horror","trauma-anger",2
"weird-trauma","horror","trauma-layer",1
"weird-trauma","horror","trauma-rage",6
"weird-trauma","horror","trauma-real",1
"weird-trauma","horror","trauma-silly",1
"weird-trauma","horror","trauma-toe",1
"weird-trauma","horror","trauma-weird",2
"weird-trauma","horror","weird-rage",1
"weird-trauma","horror","weird-wick",1
"weird-trauma","horror","wick-trauma",2
"weird-trauma","minority","anger-happen",1
"weird-trauma","minority","anger-rage",1
"weird-trauma","minority","anger-real",2
"weird-trauma","minority","anger-trauma",1
"weird-trauma","minority","guest-male",1
"weird-trauma","minority","guest-rage",1
"weird-trauma","minority","guest-skirt",2
"weird-trauma","minority","guest-trauma",2
"weird-trauma","minority","king-fly",1
"weird-trauma","minority","king-guest",1
"weird-trauma","minority","king-male",1
"weird-trauma","minority","king-trauma",1
"weird-trauma","minority","male-guest",3
"weird-trauma","minority","male-rage",1
"weird-trauma","minority","male-real",1
"weird-trauma","minority","male-trauma",1
"weird-trauma","minority","real-layer",1
"weird-trauma","minority","real-trauma",1
"weird-trauma","minority","silly-hammock",1
"weird-trauma","minority","trauma-anger",1
"weird-trauma","minority","trauma-guest",1
"weird-trauma","minority","trauma-happen",1
"weird-trauma","minority","trauma-weird",1
"weird-trauma","minority","weird-guest",2
"weird-trauma","you","fly-sleep",1
"weird-trauma","you","guest-male",1
"weird-trauma","you","guest-weird",1
"weird-trauma","you","male-guest",2
"weird-trauma","you","male-king",1
"weird-trauma","you","male-male",1
"weird-trauma","you","male-real",1
"weird-trauma","you","male-silly",1
"weird-trauma","you","male-sleep",1
"weird-trauma","you","male-trauma",1
"weird-trauma","you","rage-toe",1
"weird-trauma","you","rage-weird",1
"weird-trauma","you","real-silly",1
"weird-trauma","you","real-sleep",2
"weird-trauma","you","real-weird",1
"weird-trauma","you","silly-real",3
"weird-trauma","you","silly-weird",1
"weird-trauma","you","skirt-guest",1
"weird-trauma","you","sleep-anger",1
"weird-trauma","you","sleep-male",1
"weird-trauma","you","sleep-sore",1
"weird-trauma","you","sore-male",1
"weird-trauma","you","sore-weird",1
"weird-trauma","you","trauma-guest",1
"weird-trauma","you","weird-male",1
"weird-trauma","you","weird-silly",1
